,participant_ID,csv,total_bonus_paid_cents,part1_average,part2_average,part3_average
373,374,bayes_3VO4XFFP288TMNPA1QBP4RYYCS7Q7Z_A3CYHG3L8K8821_30JNVC0ORD6T2WSG4123KOIFI7PQHJ_results.,467.0,11554.975212000549,11543.607307999971,8556.991708000418
374,375,bayes_31J7RYEC0OC4K4UVK5MKMV8RZLO1LY_A7MHJIPWRTJ8D_36ZN444YTVKQDFQKV6SKVVOU0QQOIH_results.,474.0,10710.43544000003,10507.632800000032,11608.091920000024
375,376,bayes_3QGHA0EA1MML8WOMQGMB1I2GJGABWZ_A131YP1WT50D0O_3OS46CRSLJL5AF4GUH59TKSXP3CV64_results.,244.0,11388.758412000014,8524.07850399995,8723.894070000128
376,377,bayes_3QGTX7BCISONDBCI0TF5X0W6QX8Z5E_AP5SVMS8Q3L0F_3JMSRU9HQMG9NUXV0ZO758KA82YEVA_results.,359.0,19776.763791999892,18253.27420799976,13368.118715999724
377,378,bayes_33TGB4G0MS30TINT079I3VM9XTDTX4_A3TNLC6XGYNDKS_3XM0HYN6NOLWIA0ZENF8ZGVRDYQPEM_results.,244.0,10711.758280000253,4780.888103999982,2929.780176000116
378,379,bayes_3CVBMEMMYE2G9UQ7I0OVVD6XLSRH7K_A6YDORFZZXXPQ_39ZSFO5CACIHLVUN9APT62VJVCYUJD_results.,468.0,13523.571839999984,9672.381680000048,6965.624679999987
379,380,bayes_3WUVMVA7PEPKJHOZVP6M5BCSH4MZAI_A1CAM1A9B1QR2H_3SPJ033425PY24ESJBMI9N1VM9GYJX_results.,364.0,18149.011056000392,7497.440515999929,4271.152738000101
380,381,bayes_3ACRLU861Q0RRW2V5GS5FCVGCF2BEM_ACM1CEGHXTKZP_3IOEN3P9SB5PO3OIN3LKMWLH0G761Q_results.,493.0,8146.835799999876,6341.7357439998705,7948.06971133347
381,382,bayes_3TRB893CTMW29YVWYU6DADUW4T7G7D_A2ZHUJEIMZNPTO_3QL2OFSM9A4HIR482HWL53QTH51NC5_results.,375.0,14217.732600000116,4550.633935999771,3736.2831380000057
382,383,bayes_3JU8CV4BSOYF7HGUIZD2F8UJT1EOP7_A3VO9Q2GJ230PN_3O7L7BFSHIB41ODV1SPOQJUF0EHIEM_results.,490.0,15225.734592000133,22451.025345331942,13392.77676533274
383,384,bayes_3OZ4VAIBF01EBQMTOYUWD42FK0QJV3_AJ86CAZX0QCE9_39JEC7537YNUQWDH48ICFKK7JDTCVT_results.,484.0,17664.111788000042,11616.027848000025,10914.231232000167
384,385,bayes_30EV7DWJUYHJRP2R9QNRBZ14GCC6YZ_A1JUT0523KKHWD_3VZLGYJEYPWZ2ETMW132E3ID8E0ZXB_results.,465.0,8479.20535600001,6027.582867999978,3363.630711999979
385,386,bayes_3D4BBDG70KI7R3E4UW7475X13F2C31_A1D7WW1ZL4VKB3_39ZSFO5CACIHLVUN9APT62VJYIUJUD_results.,471.0,18133.8798013336,14603.733820000281,8333.505186000275
386,387,bayes_3H781YYV7W4RNIWC52JQF612I9TETG_A3PQ8A3A09CGR2_3CFJTT4SXXCJS9YLEKBIK92ZAOF7IJ_results.,500.0,9901.579887999986,5492.112916000038,4559.067804000073
387,388,bayes_32ZCLEW0C26166PX2MLX7CDXYZUPJ3_A1EVYY9TPBYTYB_3TOK3KHVJX4TOV9OCFON46YLQP97OX_results.,459.0,9328.06970800009,6909.1696599999605,6345.372124000182
388,389,bayes_37VUR2VJ7DBBH00P7STLJCI45VOC19_A23WTUZIXK295R_338JKRMM2AL1FGLZF55HUO3AEHKHA4_results.,480.0,13902.655519999955,20898.227600000355,14045.67593333313
389,390,bayes_38O9DZ0A759TQ49KG5GW2V0Z1AW62N_A31898LQJO7I3_3YMTUJH0DW2CI0WD6YCFV4KYW1PT4K_results.,500.0,6639.505999999986,1898.2788800000274,1878.2307200000082
390,391,bayes_3HO4MYYR25A2AGIMZPQ28EVRJ8GU67_A1CX45M5UVAM9R_3NAPMVF0Z01FHOKJPHQQXTVIH4872I_results.,500.0,27673.141359999976,13050.298426666111,16177.224840000239
391,392,bayes_36818Z1KW6ZJYOH6AIBD1A7D3BH3AO_ATZ32H3UZ6747_3VE8AYVF8QJ3IW1ENHX3VCL287P8FX_results.,439.0,10978.55239999998,11604.615119999975,7208.084720000055
392,393,bayes_3B6F54KMS5YROHPL4EJLYHMMRFVS12_A2FT02WD8F761E_3FTYUGLFSY7NXU4GYDVAVS8QRPVD5F_results.,474.0,15969.959901333244,10827.767601333251,12559.38401199998
393,394,bayes_3ACRLU861Q0RRW2V5GS5FCVGCGWEBL_A1VZUJI6UTKYHP_324G5B4FB7U8LEH5AUMCE523R4W709_results.,349.0,16013.776695999975,10436.79372399989,10556.96900399987
394,395,bayes_3GKAWYFRBSFO3KP5SQZM4EIKT7SPD4_A370V697M1KW6R_320DUZ38GB8YGDTSP50C2NUSO7VJGM_results.,497.0,12335.609840000016,11199.703013333443,4455.107959999877
395,396,bayes_391FPZIE5F8I7523V8H655KHTIUHUM_A13OAKSB8R393I_3ZOTGHDK5MXF7TTG0IMYZXUHCSHOS9_results.,456.0,10265.683558666686,11383.475144000142,10017.804381999907
396,397,bayes_329E6HTMTZOPA1QSM9O2VOA9855K3E_A21B2873YFYWA1_3AMYWKA6YF8AKVVJT5JVYSYPR0V6O7_results.,367.0,11927.400120000022,9229.654198672994,10035.56782399998
397,398,bayes_3ZFRE2BDRC0WFUWS6ZY0PJNQJKCZXU_A23UFMROYX2TZC_3RWE2M8QWLWXOZ9SQ131A2OTQGC0NH_results.,500.0,11937.164000000055,5019.592000000014,3643.006000000004
398,399,bayes_30OITAWPCTPKNDE0XXMF99X3GZDH9S_A91OXJPTS9K30_30H4UDGLT64UUYSCVL3RCO01UOOMP1_results.,373.0,20595.691036000135,14363.185220000152,10997.209024000324
399,400,bayes_3XDJY5RK6V7OVTE8G1XNBGBDNGK4U4_A317RA15E0SZ4P_39ASUFLU61T1RJ2Q0EPPTTHUFSPEXF_results.,472.0,19835.780280000035,18936.228580000243,18298.06914799946
400,401,bayes_34YWR3PJ3BWZD9Q225L8JKK41HG0XY_AQNCH42WD4ITI_3ATPCQ38JCWN1BBOP595GOYD3K9YA9_results.,477.0,7786.057188000013,7928.931815999872,8208.914999999915
401,402,bayes_382GHPVPIVD4WZ1P1H1MO7LDBP0435_AIY63QQN9GFWC_3CPLWGV3MSLFKTX5QXMU3DPMS5F9NG_results.,439.0,18331.637268000035,15266.119371999732,9974.04018399989
402,403,bayes_3OND0WXMIZ11I95H58211NYE7GBEHL_A27KLBGLHJPJC3_3TYCR1GOTG542KCXII0E39NQ2UGLZG_results.,494.0,10235.007551999972,9560.562464000077,6957.805331999986
403,404,bayes_356ZPKYPVK3R1VKWOMM0HZSLBGAYP3_A2L7ACBNMECN1T_3KWTYT0874P6V6S8BUTYE5GV021L5F_results.,202.0,7622.123259999893,5900.711499999509,5455.7728986732245
404,405,bayes_39N6W9XWSG9LOIRXL3WDNQETAQJYGX_A1OD9OA9B34FL_3IX2EGZR7F5P53265GUO1R8ZO2IJR0_results.,440.0,9945.924959999982,7972.7148000000325,7607.499519999997
405,406,bayes_3ICOHX7EOFXQ79ZL70VGVVZXLXS0EK_A1QEQ64E22TNUZ_374TNBHA8FHFORI5E16R6ODI5JIYQZ_results.,445.0,19481.32193999987,17362.212855999973,14477.204568000137
406,407,bayes_3S8APUMBK05JXA2R0RCBXUGGOOTFB0_A27IUQDZPHETTP_3300DTYQT63HIM1EE0UXZLL2R82EQV_results.,375.0,23736.579531999934,12132.44584800015,8745.021461999922
407,408,bayes_3WJGKMRWWLV59VG1NLDGKEJDUSQCDY_A3BC13IWNQPXYZ_33IZTU6J85N21278199UIALAOB6XS1_results.,453.0,9058.13979199999,8038.096943999993,7430.104268000072
408,409,bayes_31MCUE39CN8K8FU9WI3NXWIG163G3M_A2M2SZG32LZSC_3VBEN272MOLRFGCICZ9QUOLFLHLGSV_results.,375.0,10438.983004000014,3771.0325439999647,3188.281486000015
409,410,bayes_39I4RL8QHM3JQ78OG2QOS1MNUP04HK_A08015243SJC8V2G4CD3T_31QTRG6Q2XZUOFHQEOR26JN80OYPY3_results.,452.0,12305.689080000046,9666.389240000066,10192.108601334365
410,411,bayes_3KI0JD2ZV440C56QMHXRYMH7CUQ76K_A2HNHHODQ4N3LP_3ZGVPD4G6X3SLXK2RR25P0X7YS8ZTB_results.,375.0,16252.428660004854,4586.855112000013,4473.697480000169
411,412,bayes_338GLSUI56XIEWJTBDY6NJQGSZGFSC_ATJVY9O4CY5EX_3QBD8R3Z255W58R5AHQG1UEBWW44OA_results.,249.0,6846.274223999975,4348.223412000064,4433.21595599998
412,413,bayes_3NI0WFPPJC2MUU661ICIJ77K40Q60T_ALY8YP0DZ2EP5_3PQ8K71NH16M5TDL9ZVPD2G6YOSAAL_results.,235.0,21262.75857999992,292980.65949696966,16399.627985999872
413,414,bayes_31MCUE39CN8K8FU9WI3NXWIG15P3GT__ASSIGNMENT_ID_NOT_AVAILABLE_results.,364.0,9333.822577332978,8154.468468000057,8027.384384000041
414,415,bayes_3BAWBGQGZOLLRVLRNP5ZAEX6SLDV7Q_A26BHQZCY7GRNP_3L70J4KAZK8K30GXT9MR33OBEYZDA7_results.,484.0,21011.109679999998,14770.82448000001,10379.341080000268
415,416,bayes_3O0M2G5VD9OQB1Q5IQ2WFKOZAAA497_A24NDC7JH9LEM1_37UEWGM5HXUIAMM2FROIXRCCKQ2R1M_results.,338.0,26615.824266666663,17194.65800000004,12447.76948000005
416,417,bayes_3PN6H8C9S7CHGGJ337HPEJTPUX1AD6_A1929ZH8F4LM3W_3RXPCZQMQTXRLWDOZGU6YNY6PMYG15_results.,460.0,9336.826711999995,14151.341652000008,7470.6582800000315
417,418,bayes_3Q2T3FD0PQUK0PQV7L1IA12DT2R3M9_A1SSOSW7CTVGBV_326O153BMMKNTDX99EODZME2882DE6_results.,238.0,13439.97013199987,5572.402939999942,5408.7757020001845
418,419,bayes_3WYZV0QBGMZ0XWTC0LIX31GNS7UBXK_A1PDBRYBFMMFNY_3LRKMWOKB93Y1YQP8CI9ODOHVAOZ2Z_results.,375.0,24841.056452000226,11064.58967600005,3447.4272640000313
419,420,bayes_3OYHVNTV6WKEWQJE578UJR8K2C9OKG_AC53GS6RNZLVE_3ZAZR5XV054BZGIR557F0QX21EJCZL_results.,480.0,10611.482263999998,12706.220612000045,10279.529287999707
420,421,bayes_3A520CCNXQMM8MX3Z2S9K1BAUXSAE1_A2NGH1M9WATQ99_354P56DE9OP8MN1HJW5WOB8MLOV7SV_results.,350.0,31516.84190000019,16737.279196000127,13783.26257999969
421,422,bayes_388FBO7J0UFRYA8J8798DANQAHBYN4_A18AJQBALBQIF0_3YDTZAI2W12B9GK44FS5PY12WNK145_results.,499.0,14195.959555999943,12672.564184000152,7343.819208000041
422,423,bayes_3PR3LXCWTILH93EF2141CVLX47QX9V_A117A1CQGR521_3U5JL4WY5OVJZH5XB8DCK7547KZX41_results.,449.0,9679.27815199999,7985.714047999887,7039.656524000077
423,424,bayes_3BFNCI9LZNC1FMJ83FZTRJ5N2LX73N_A1VJKHO9V2TVFJ_351SEKWQS43L51PMQCCWCUJCDKPMDI_results.,488.0,9596.349464,13858.645632000167,12776.189288000582
424,425,bayes_31N9JPQXJS45CFIUY75KRASNLK9NH4__ASSIGNMENT_ID_NOT_AVAILABLE_results.,480.0,9156.774924000041,14375.391808000044,7954.7899920000145
425,426,bayes_3MDWE879VKOAW0BEX5CJNYU5LIX9BL_A1LK8J9O8U4TK9_3OE22WJIGMAY7IY040923375BA3QUL_results.,499.0,17549.831474666636,5833.4262600000375,4601.7124959998955
426,427,bayes_3PEG1BH7BHDUDWU51238D78LSACBKC_A34DYM8J0X5VK_3DZQRBDBSP1QL40UHK26BUW5LEES33_results.,483.0,11723.893028000048,9324.42588800045,6960.470167999918
427,428,bayes_3ECKRY5B2TIZPZ7X7DYZM90BUZKIZ8_A18H3EK547GHD4_33PPO7FECZ1Z9IZV5XE4K1CUNQ2IDE_results.,486.0,11534.230296000002,8328.490932000095,9124.338630000011
428,429,bayes_3TZDZ3Y0KVS9J2TMV8JUHMHWZR7919_AB221SNVNZXOF_3B1NLC6UG3IU2OWQKI5WZJG4VGVPG4_results.,482.0,24570.617136,16638.531221333607,13550.047009332953
429,430,bayes_3ZC62PVYEKW7AZWD5HAFSY7FAB0XXY_A3B2YRXL26RPVH_3IXQG4FA2XKDJK88N7HLCIPR1D29BA_results.,470.0,28562.94414533371,19355.659760000904,12005.223375999385
430,431,bayes_30ZKOOGW3ZSNOL3RNEXUDHSG4CUA1Z_A3O9RBTIA905PK_33CID57108F3HR54XB55Z8IADM4L34_results.,373.0,13466.992756000021,10986.308396000071,6787.2504460000955
431,432,bayes_324N5FAHT0X9MASB6JU8EJ2SZBAKVV_A1M8NRHSH58X25_3TU5ZICBRHN09LRN1X8X7BPGG5UQ8Y_results.,500.0,12968.032064000017,5947.219664000015,5810.008480000021
432,433,bayes_3FJ2RVH262SG8NBIECJ8M5R1RCV29N_A28QUR0QYD2WI7_3483FV8BEI5WDO6E67LYRFVMSJA62Q_results.,287.0,16734.710644000043,14317.33577733323,13015.391382667629
433,434,bayes_30P8I9JKPL764R78ZWQ2CUJA29G5V8_ATXN30AIAP7NS_3OJSZ2ATDWI7GL3670SOV0YU78C75Q_results.,498.0,10335.62301599998,7388.159761333245,5421.337489999958
434,435,bayes_3PUV2Q8SW7QMZQOV9LHL9UDVBQTDBW_A1TW60NCALLP12_3PPTZCWALU6FTHSAAN8AKVMJ2ASZQG_results.,313.0,26946.215597333125,18770.873017333142,14719.560397333109
435,436,bayes_33NKDW9FG04J71LIELESELM5A72CXU_A17RM5PETNVJYR_3JV9LGBJWX0CHOKP5ISHAJBEOAGGOW_results.,250.0,12144.39046800009,3658.2600079999656,2579.616022000013
436,437,bayes_3VEI3XUC0UJI4U8AARU693ZO8UQRPR_A1NI80RTER9S9D_3YDTZAI2W12B9GK44FS5PY1325G149_results.,244.0,23899.36126933233,5707.315839999685,3564.6712919999327
437,438,bayes_38RHULDVA11VV42SWQESN56TDAHWIN_ABDWWV9GFHVQ5_3XM0HYN6NOLWIA0ZENF8ZGVRD0MEPB_results.,405.0,19060.97820000006,15851.182220000226,9290.059169999864
438,439,bayes_3W0XM68Y0SHT0YCDZ5AJ7VVCALRK1M_A76WEZ9QGREEM_3AZHRG4CU86QKVGI8IJM1OQNJ6I30D_results.,480.0,21735.77335599999,12892.86666399975,6934.835541999888
439,440,bayes_3A520CCNXQMM8MX3Z2S9K1BAUYMEA1_A5A14MTB35J23_3GM6G9ZBKRJSMQLJC2CBHY1YJCNMTQ_results.,500.0,13879.803935999873,6218.120715999975,3398.1418520000084
440,441,bayes_3R868ACW5VYLT812HPYW1XNVGKKGZ3_A1KIL2V6SMJBGX_3PXX5PX6L1KRO3IDFDVL8D0CGTUAB7_results.,500.0,8126.159066666698,4792.073413333342,4227.176773333323
441,442,bayes_3MXX6RQ9FYRB3O6CZFYT1AOEGVB4PK_A29SP68A2HLRRQ_3IJXV6UZ115TASI0NY9OPQTZEAERIU_results.,310.0,25545.74849066087,17181.929725333128,8183.316496000144
442,443,bayes_32204AGABEYZ2N18B3SP1QJQJW0GHD_ALK9XZBTNDAUH_36U2A8VAG5LTDOKA1WMUA218XIAKYC_results.,375.0,12993.068496000062,4703.93422000008,2682.2241439998406
443,444,bayes_3Z56AA6EL7MJX8DDQNZGH4EX7GD6MG_A1XUAXNA6RCLZS_3YHH42UU5F170Z67EONMXAK4LIDL0V_results.,375.0,11075.032087999996,3580.143239999977,2077.1544319999957
444,445,bayes_3X55NP42FR2QLSN8Z1TAR5W81JJP3Z_A2O8EA6FYXYEQI_33FBRBDW6SLWFKH4WF72N60YZ5M8CJ_results.,448.0,16789.60297999999,15002.482775999855,14700.395243999947
445,446,bayes_3IV1AEQ4EUZG0EQGG5JMLQI78IL8JE_AKCQC1ODODHDR_3EFVCAY5L7VJNYNA67OOAADTTVIJ8B_results.,372.0,15712.866739999958,12957.208063999764,10309.232558000103
446,447,bayes_34KYK9TV3UUS1F7D6BCA4TZVDR3BSL_A2P82UXQB7ZNCE_3PJUZCGDJA2UHMA1KVXBLGZR2YD89Z_results.,339.0,23643.411793333282,17682.100100000003,13235.923971999984
447,448,bayes_36U4VBVNRRZVWZG6RDT0J9MNGGOUR6_A3IQRBKS1DUJVZ_3ZSANO2JCJTL1GGN1F38C3L3IT5SF8_results.,500.0,6502.600418666687,4919.6653626666675,7142.577978666682
448,449,bayes_3HJ1EVZS3R5BX53NCTXZW0WN3C63RR_AIVXKIR0H0W4E_3LO69W1SU7Z4B3HSSQCPI27KSZFLGB_results.,481.0,6837.748159999993,5443.983759999965,3772.5822399999975
449,450,bayes_3QGHA0EA1MML8WOMQGMB1I2GJ5NBWQ_A16T30ETFAIASD_3VSOLARPKFV8GP4V8E2FUZRGMRI93Z_results.,489.0,14849.21777600005,10008.009159999958,7758.864205999958
450,451,bayes_36818Z1KW6ZJYOH6AIBD1A7D3BYA3C_A36L9ZWENLFFCB_31Z0PCVWUO191NEW8WAMYG48OY8T7O_results.,433.0,12925.837768000078,13124.435248000087,8982.214370000062
451,452,bayes_37MQ8Z1JRHIV9OJQMOBOLMKSZAZY24_A2Z9HR2IBD75R9_3QECW5O0KLNUEJ0DK3VP0WQBM84T5J_results.,500.0,11735.938953333143,6033.169588000061,4158.40445800009
452,453,bayes_3A520CCNXQMM8MX3Z2S9K1BATKEAEW_A2V8B6ISKK4N9P_3QRYMNZ7F23Y486JO3RBUDQXC41NTL_results.,457.0,13317.796352000023,9816.953640000076,9140.035761999845
453,454,bayes_3TY2U1TECAW5KVMZ79GDAGRLL8XJJI_A1MH9ISP7UBIUO_3I7DHKZYGRMKVEICPJQ0JSBA7TU5FL_results.,460.0,16768.49213866662,11968.087199999725,9964.900737333233
454,455,bayes_35O6H0UNMV2XDW7EI7CJ968G7U0J58_AUMTP6BXBDBXL_3570Y55XZT5OB2ORB51FCA9G2ZUGYG_results.,500.0,14892.731880000005,6341.263683999804,4020.2754180002776
455,456,bayes_3MVY4USGC992ONLJCL4RQG388HFSI3_A385BM7R0Z59IN_34HJIJKLP9IRVS02BTCUWM8JR2H4VH_results.,499.0,26137.359336000172,12776.060956000076,8451.251260000154
456,457,bayes_3H5TOKO3EC53TIO7KJZKVAXXLA9466_A3UF6XXFFRR237_3MD9PLUKKM0UQKFIUVGTG1RF6TSNZ3_results.,291.0,7799.236408000005,10164.974991999945,6997.427616000113
457,458,bayes_3CKVGCS3QJRRHS438VFLKC3CMNPS0Z_A1MXUKWHT9KEBJ_3AQF3RZ55C4GEIIQU205BYPBZYO6F3_results.,499.0,17505.983028000024,9760.944335999962,7237.7970080001305
458,459,bayes_3JUDR1D0E9DM0MS4VEUU80HQ0EVQ2W_A1WF1X8PQQJ2OQ_3JWH6J9I9WZY8MC2OH0QUJKBAQGNB0_results.,365.0,15951.215651999995,5781.065628000016,5100.915651999883
459,460,bayes_3Y40HMYLM44FTV2I0CZS8R8BH7OUX1_A1RQLE4ZMTU22A_3JV9LGBJWX0CHOKP5ISHAJBEOGLGOD_results.,471.0,9506.031520000008,6855.71696000004,8829.735160000018
460,461,bayes_3QGHA0EA1MML8WOMQGMB1I2GJ5NBWQ__ASSIGNMENT_ID_NOT_AVAILABLE_results.,495.0,18383.828171999994,14680.247547999881,10034.33264200018
461,462,bayes_3JY0Q5X06MSL2R6XRXA7GQ7P55IGGS_AUFIJSWMX9MZI_31T4R4OBOW2SF6CLMAFW9644Z77C7C_results.,375.0,9191.624980000068,6730.387708000078,3487.814965999856
462,463,bayes_3TZ0XG8CCX6RU2D7UTS9WW44DEW899_A1ML6B8SBSWN7G_3I3WADAZ9UQE1RV5OM9Q6MKPY9C5OT_results.,465.0,17185.790583999988,9182.940140000057,5659.157047999943
463,464,bayes_3E9ZFLPWP1EAK47I6VAEPOK0NMHXIW_A3S130SZJEX3K0_3VBEN272MOLRFGCICZ9QUOLFMT0SGB_results.,440.0,13904.88166799996,4513.763423999949,2437.332351999993
464,465,bayes_3KTZHH2OOL161MW1J2WE1IAOCCEM8U_A2H95JVPEKRUWA_3HWRJOOET9OTV2GR64J2UL020HIESA_results.,360.0,13396.870121326525,6962.485783999979,4196.254789999964
465,466,bayes_3SA4EMRVKYOU40OBGEBRP7Y1YB60PU_AH7I3K3OJKA5L_3C6FJU71TUF7GKPMVAQWGPA60FAYU2_results.,317.0,11482.239707999986,8689.07731999996,7142.532454667358
466,467,bayes_3Y3CZJSZANFEBKQRQCLSBXU7HH6R5W_A2CZ6N6BFSJ2ZJ_3PIWWX1FJNS87FJTXBLFZ0M8IWBJJL_results.,433.0,13658.701974666637,10626.530004000133,9193.072668666682
467,468,bayes_31J7RYEC0OC4K4UVK5MKMV8RY131L8_A2FID4BYT1X6R6_32M8BPYGAX82L29M7NFCQMFR3TEGI7_results.,313.0,21495.174312000116,26499.023333330093,20681.086645332874
468,469,bayes_3TZDZ3Y0KVS9J2TMV8JUHMHWYD2193_A39IEKRAOTJTD7_3X3OR7WPZ3MPIOBA9S01QPQMY4I8L4_results.,484.0,23442.067331999824,21719.33837599968,15069.358602000004
469,470,bayes_3LB1BGHFM5IPTND353VKM9TI0Y7TY9_A22NJQROIXNV2G_3I2PTA7R3XGK4MTOAM50XGY7AOJQKD_results.,364.0,13768.344587999996,13842.476699999967,11482.993277999982
470,471,bayes_37J05LC5B05SH9M7XDU27IW8KVDJDZ_A35866OZ4LGW66_369J354OFHWMSIEL5M6NTJPN0096GX_results.,352.0,12135.071052000134,11662.630042666602,8360.082369999975
471,472,bayes_34HEO7RUH9GBHQ28L8C9J8AT8FSRAQ_A178U632PUJIUL_3VD82FOHKUAZ0C4K3WWYKSQYF19OC4_results.,500.0,17430.242403999993,11641.571399999935,4674.330286000023
472,473,bayes_3YO4AH2FQG6F4CPQGRQGPCOB4F20QC_A1PU7JUY9NSHWI_3TE22NPXPFYS1FHNRXB7NW86HJY44O_results.,493.0,14095.585475999993,16155.848415999912,13243.484820000176
473,474,bayes_3Q2T3FD0PQUK0PQV7L1IA12DWD13M8_ACLTQXX4YZCEO_3LKC68YZ3EP8EAAPKNWZWMX16D7OWK_results.,360.0,11628.800092000032,9227.277676000092,6058.880972000003
474,475,bayes_36GJS3V79YCVTTWYZ3VAD3Z5XLIJGU_ANL6N2UXP7TPK_3A4NIXBJ7AL43DDE3TAKV7RHMWDLMP_results.,464.0,10327.146800000079,9559.828987999881,7625.0433140000205
475,476,bayes_3SZYX62S6JM4T16CHYNM6G37GXQ579_A3DDTGMRDXR9NR_3HUTX6F6VY9M2UCI637S8FHDERN2OB_results.,362.0,17566.072744,13466.991308000082,10158.458878000198
476,477,bayes_389A2A305R4BABF7B9PL57ZU0LSC0G_A3RH0FSJYQSFEZ_3DYGAII7PPULFDQ4NEA8TXK61K6QP0_results.,234.0,11222.668899999704,7175.9212559993475,4821.30235800031
477,478,bayes_307L9TDWK1EQI7BVJMGINGRDYRX3N3_A34LAVR18EPIH5_3QEMNNSB21L2KYIZM6A7TCMLMDM7DM_results.,380.0,27290.793906666375,20252.166983999927,14007.89145400007
478,479,bayes_379OL9DBTV06984P7XQ3V9S65FWY9H_A3NZR48KT4OCNH_3NLZY2D53TBVOSB6VMH1CGBLNBRQLF_results.,493.0,15358.097355999898,8980.957163999825,7780.878990000064
479,480,bayes_36818Z1KW6ZJYOH6AIBD1A7D2ANA3Y_A1EOUNS3BIAYSV_33LK57MYLXRR6X7N2RXFFV1KO4ZSZ0_results.,388.0,10994.383356000062,12179.675072000164,8966.179537999962
480,481,bayes_34D9ZRXCZUGNI52L0XCE9IFPUPNASP_A3DTLM6EVD4EVV_34X6J5FLPXKPT2N6S15OW1YTN3WJQI_results.,375.0,15805.625652000028,5942.200620000081,5952.713641999947
481,482,bayes_3MXX6RQ9FYRB3O6CZFYT1AOEGJ0P46_A1GX2HU95B4AFN_32ZKVD547J9R4IJS6YGBL5M6B4FB3W_results.,113.0,21785.943231999958,10326.915568000213,6658.3036540001585
482,483,bayes_39HYCOOPLR7IIHSS0A7UNAOPO73MD1_AIHOMWX6M4F1Z_3ATTHHXXWEAD7O4CWXFGE8FNFL5IXB_results.,358.0,9963.410051999994,9060.046600000036,8504.922922000005
483,484,bayes_3NI0WFPPJC2MUU661ICIJ77K4G9062_A3UA7R44PLNKUI_32KTQ2V7RH192BC5EW7UQY0MPF69MJ_results.,476.0,10871.772040000013,4347.499479999886,3786.66507199997
484,485,bayes_3IWA71V4UL2URKCH4U1PSLUVEOB6XM_A1FV75GF2V167U_39L1G8WVWUDQRK1041NMFT9XSQK310_results.,489.0,11447.542079999992,12095.18283999995,6808.194328000016
485,486,bayes_3HA5ODM5LDE7AT5JBS3A55T2G5ISVF_A3QDBNW2H8EMFW_31QTRG6Q2XZUOFHQEOR26JN84J1PY0_results.,250.0,8770.628851999993,2443.5924559998793,1972.5524000000912
486,487,bayes_3WGCNLZJLIULMS637OOW3I0MQIF1DN_AXY0D2AMLKE2A_3ITXP059P0516I2JK5UTR1DVBA5SJE_results.,490.0,11768.232191999949,10068.199607999903,7901.9117906667225
487,488,bayes_3AXFSPQOZTKPFT03OJPSVIZTWQCFJP_A16M9K6E2ZJ7EE_3TPZPLC3M4YT8CK2P3YCGPRVV78P3A_results.,336.0,22908.483111999994,18603.478732000025,18492.940266000278
488,489,bayes_301KG0KXAF79NTT1CO70ZMPPAAA2HQ_A3KCIHUP1PGJ66_339ANSOTR9O7NO55XE0ROE7LGOEIKV_results.,495.0,12531.755684000063,10526.094103999776,10113.650078000124
489,490,bayes_3WPCIUYH2DUMVCIC97869OJHIMGDTO_ATB1I7DDFTR6B_33PPUNGG3CRF5I7AN2XAPLWP46ORZV_results.,500.0,15835.631071999978,6738.6833399999605,4316.480476000072
490,491,bayes_322ZSN9Z6J69VGZJGW7D6KPB5IK4TH_A18R8GG33EVI6C_3VELCLL3GO5L7WHTOWOOG2YURRBF1P_results.,325.0,25760.80611200007,9554.201079999992,10145.239475333381
491,492,bayes_3XH7ZM9YY5GXC7S3T2Y9NDZ93WJR9J_A2OM8VOFPTQ8V_3Y54SXRO1P7BZYQSL43X88ISU4YUT8_results.,481.0,8535.148004000035,12471.618378665831,9510.15599799998
492,493,bayes_3J9L0X0VEI82K39PSW8FAC7QVM79WZ_AFA73M8WJKEN0_33FBRBDW6SLWFKH4WF72N60ZBWZC8W_results.,478.0,12605.022591999988,9632.669381333231,7317.805299333387
493,494,bayes_3TUOHPJXZKJSLZRNVCETQFT81Q9WXH_AZBU7AKVA2NNF_3J4Q2Z4UT2PBZMN5Z0O3LRS1PMDQW2_results.,309.0,11354.883764000013,8547.450180000124,7219.173415999689
494,495,bayes_39RRBHZ0BXN4B5RX6KXI1YQ5ZU7VZS_A16QZSBYXE5VY8_3TU5ZICBRHN09LRN1X8X7BPFHQV8QM_results.,250.0,24899.635448000114,10496.641788000192,6941.34322000004
495,496,bayes_3JTPR5MT0VYSOGDW0SCVAL8TMLY5KV_A1ZV5298V93A1W_3B2X28YI301Q116AP0E9S8YQOVH6B0_results.,375.0,14385.908607999909,3828.534903999992,2438.2182400000224
496,497,bayes_3RWB1RTQEM9CMPTEBIO6IM4JIH8P8D_A2VTUR86NML1F8_3O7L7BFSHIB41ODV1SPOQJUGZKBIET_results.,480.0,14687.501508000001,13079.545749333312,6739.656415999931
497,498,bayes_3RDTX9JRU1NNUO8OKO03IW892D7976_A1HIL77OGHH5OG_3STRJBFXO0DXW2LGRQZV2L9UR18TKT_results.,487.0,18562.195732000037,11081.918448000104,9862.444314000046
