participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,1.0,1.0,16.0,5.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,0.0,1.0,4568.368700000205
1.0,1.0,1.0,16.0,5.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,0.0,1.0,5218.568200000203
1.0,1.0,1.0,16.0,5.0,0.5,4,0,0.0,3,0,0,-1.0,0.2967032967032967,0.0,1.0,5902.138700000212
1.0,1.0,1.0,16.0,5.0,0.5,5,0,0.0,4,0,0,-1.0,0.2403560830860534,0.0,1.0,6585.724900000171
1.0,1.0,1.0,16.0,5.0,0.5,6,1,1.0,5,0,0,-1.0,0.19179163378058406,0.0,1.0,8253.058900000173
1.0,1.0,1.0,17.0,1.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,1.0,0.0,2067.408199999981
1.0,1.0,1.0,17.0,1.0,0.9,2,1,0.0,1,0,0,-1.0,0.8709677419354839,1.0,0.0,3817.970399999886
1.0,1.0,1.0,18.0,9.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,0.0,0.0,2484.202000000001
1.0,1.0,1.0,18.0,9.0,0.3,2,0,1.0,0,1,0,-1.0,0.36363636363636365,0.0,0.0,3301.1458999999845
1.0,1.0,1.0,18.0,9.0,0.3,3,0,1.0,0,2,0,-1.0,0.43243243243243246,0.0,0.0,3918.0377999999373
1.0,1.0,1.0,18.0,9.0,0.3,4,0,1.0,0,3,0,-1.0,0.5039370078740157,0.0,0.0,4551.322799999895
1.0,1.0,1.0,18.0,9.0,0.3,5,0,1.0,0,4,0,-1.0,0.5752808988764044,0.0,0.0,5051.4970999998495
1.0,1.0,1.0,18.0,9.0,0.3,6,0,1.0,0,5,0,-1.0,0.643620364550597,0.0,0.0,5618.369199999836
1.0,1.0,1.0,18.0,9.0,0.3,7,0,1.0,0,6,0,-1.0,0.7065723650163876,0.0,0.0,6168.572999999861
1.0,1.0,1.0,18.0,9.0,0.3,8,0,1.0,0,7,0,-1.0,0.7625075627123375,0.0,0.0,6752.09869999987
