participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,0.0,1.0,17.0,5.0,0.9,5,1,0.0,0,5,0,-1.0,0.6810962317035191,0.0,0.0,2973.749600000041
1.0,0.0,1.0,18.0,7.0,0.7,1,0,1.0,0,0,0,-1.0,0.7,1.0,1.0,1123.717200000031
1.0,0.0,1.0,18.0,7.0,0.7,2,0,1.0,0,1,0,-1.0,0.6363636363636362,1.0,1.0,1623.7872000000516
1.0,0.0,1.0,18.0,7.0,0.7,3,0,1.0,0,2,0,-1.0,0.5675675675675675,1.0,1.0,2123.857200000008
1.0,0.0,1.0,18.0,7.0,0.7,4,0,1.0,0,3,0,-1.0,0.4960629921259842,1.0,1.0,3357.3632000000443
1.0,0.0,1.0,18.0,7.0,0.7,5,0,1.0,0,4,1,0.0,0.42471910112359545,1.0,1.0,3890.771200000006
1.0,0.0,1.0,18.0,7.0,0.7,6,0,1.0,0,5,1,0.0,1.0,1.0,1.0,4390.841200000018
1.0,0.0,1.0,18.0,7.0,0.7,7,0,1.0,0,6,1,0.0,1.0,1.0,1.0,4907.580200000025
1.0,0.0,1.0,18.0,7.0,0.7,7,1,1.0,0,7,1,0.0,1.0,1.0,1.0,4907.580200000025
1.0,0.0,1.0,19.0,5.0,0.5,1,0,1.0,0,0,0,-1.0,0.5,0.0,0.0,1058.4815000000287
1.0,0.0,1.0,19.0,5.0,0.5,2,0,1.0,0,1,0,-1.0,0.42857142857142855,0.0,0.0,1558.551500000044
1.0,0.0,1.0,19.0,5.0,0.5,3,0,1.0,0,2,0,-1.0,0.36,0.0,0.0,2108.6285000000335
1.0,0.0,1.0,19.0,5.0,0.5,4,0,1.0,0,3,0,-1.0,0.2967032967032967,0.0,0.0,2608.698500000054
1.0,0.0,1.0,19.0,5.0,0.5,5,0,1.0,0,4,0,-1.0,0.24035608308605338,0.0,0.0,3192.1135000000545
1.0,0.0,1.0,19.0,5.0,0.5,5,1,0.0,0,5,0,-1.0,0.19179163378058406,0.0,0.0,3192.1135000000545
1.0,0.0,1.0,20.0,9.0,0.5,1,0,1.0,0,0,1,0.0,0.5,1.0,1.0,973.4696000000308
1.0,0.0,1.0,20.0,9.0,0.5,2,0,1.0,0,1,1,0.0,1.0,1.0,1.0,1473.5395999999869
1.0,0.0,1.0,20.0,9.0,0.5,3,0,1.0,0,2,1,0.0,1.0,1.0,1.0,1990.2786000000024
1.0,0.0,1.0,20.0,9.0,0.5,4,0,1.0,0,3,1,0.0,1.0,1.0,1.0,2490.3486000000203
1.0,0.0,1.0,20.0,9.0,0.5,5,0,1.0,0,4,1,0.0,1.0,1.0,1.0,3090.4325999999737
1.0,0.0,1.0,20.0,9.0,0.5,6,0,1.0,0,5,1,0.0,1.0,1.0,1.0,3590.5025999999957
